day,market,family,est_day_usd,orders,recorded_at,paid_usd,paid_at,error_pct,share,pool_day,live_h,realized_share
2026-08-24,tec-nba-mvp-2027-05-17-w-jaljoh,nba,0.0000,1,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-mvp-2027-05-17-w-kartow,nba,0.0000,1,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-mvp-2027-05-17-w-vicwem,nba,0.0000,1,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-mvp-2027-05-17-w-giaant,nba,0.0007,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-mvp-2027-05-17-w-jalbru,nba,0.0060,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-mvp-2027-05-17-w-jaytat,nba,0.0011,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-mvp-2027-05-17-w-scobar,nba,0.0000,1,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-mvp-2027-05-17-w-coofla,nba,0.0000,1,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-mvp-2027-05-17-w-alpsen,nba,0.0000,1,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-champ-2027-06-18-w-orl,nba,0.0047,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-champ-2027-06-18-w-lal,nba,0.0137,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-eastconf-2027-05-19-w-orl,nba,0.0060,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-eastconf-2027-05-19-w-cle,nba,0.0018,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-eastconf-2027-05-19-w-bkn,nba,0.0067,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-eastconf-2027-05-19-w-tor,nba,0.0037,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-champ-2027-06-18-w-mem,nba,0.0038,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-champ-2027-06-18-w-atl,nba,0.0025,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-champ-2027-06-18-w-ind,nba,0.0028,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-champ-2027-06-18-w-sac,nba,0.0000,1,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-mvp-2027-05-17-w-ziowil,nba,0.0002,1,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-mvp-2027-05-17-w-ausrea,nba,0.0000,1,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-champ-2027-06-18-w-cha,nba,0.0000,1,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-mvp-2027-05-17-w-tyrhal,nba,0.0011,1,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-westconf-2027-05-29-w-okc,nba,0.0039,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-mvp-2027-05-17-w-donmit,nba,0.0000,1,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-mvp-2027-05-17-w-antdav,nba,0.0000,1,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-mvp-2027-05-17-w-bamade,nba,0.0000,1,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-champ-2027-06-18-w-mia,nba,0.0012,1,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-champ-2027-06-18-w-den,nba,0.0001,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-champ-2027-06-18-w-pho,nba,0.0257,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-mvp-2027-05-17-w-lebjam,nba,0.0027,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-champ-2027-06-18-w-hou,nba,0.0094,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-eastconf-2027-05-19-w-mil,nba,0.0035,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-mvp-2027-05-17-w-kawleo,nba,0.0083,1,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-mvp-2027-05-17-w-kevdur,nba,0.0000,1,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-champ-2027-06-18-w-cle,nba,0.0033,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-champ-2027-06-18-w-tor,nba,0.0030,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-mvp-2027-05-17-w-joeemb,nba,0.0022,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-champ-2027-06-18-w-gsw,nba,0.0015,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-champ-2027-06-18-w-phi,nba,0.0010,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-champ-2027-06-18-w-min,nba,0.0033,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-westconf-2027-05-29-w-lal,nba,0.0052,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-mvp-2027-05-17-w-paoban,nba,0.0029,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-mvp-2027-05-17-w-denavd,nba,0.0068,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-mvp-2027-05-17-w-shagil,nba,0.0011,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-champ-2027-06-18-w-mil,nba,0.0000,1,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-champ-2027-06-18-w-lac,nba,0.0051,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-westconf-2027-05-29-w-pho,nba,0.0085,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-champ-2027-06-18-w-dal,nba,0.0274,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-champ-2027-06-18-w-sas,nba,0.0005,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-mvp-2027-05-17-w-evamob,nba,0.0232,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-mvp-2027-05-17-w-tyrmax,nba,0.0028,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-mvp-2027-05-17-w-lambal,nba,0.0600,3,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-mvp-2027-05-17-w-cadcun,nba,0.0021,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-mvp-2027-05-17-w-antedw,nba,0.0018,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-champ-2027-06-18-w-det,nba,0.0108,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-westconf-2027-05-29-w-hou,nba,0.0076,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-champ-2027-06-18-w-was,nba,0.0019,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,tec-nba-mvp-2027-05-17-w-lukdon,nba,0.0000,2,2026-08-24T16:24:32Z,,,,,,,
2026-08-24,ewc-usp-2028-11-07-petbut,politics,0.0001,1,2026-08-24T17:24:57Z,,,,,,,
2026-08-24,usgubewc-usgub-nm-2026-11-03-dem,politics,0.0001,1,2026-08-24T17:24:57Z,,,,,,,
2026-08-24,enwc-uspres-nom-dem-2028-rokha,politics,3.2146,1,2026-08-24T17:24:57Z,,,,,,,
2026-08-24,enwc-uspres-nom-rep-2028-thomas,politics,0.0000,1,2026-08-24T17:24:57Z,,,,,,,
2026-08-24,enwc-usgubp-ma-2026-09-01-rep-micmin,politics,0.0000,1,2026-08-24T17:24:57Z,,,,,,,
2026-08-24,usgubewc-usgub-wy-2026-11-03-rep,politics,0.0018,1,2026-08-24T17:24:57Z,,,,,,,
2026-08-24,scc-hrep-rep-2026-11-03-gte215,politics,3.3736,1,2026-08-24T17:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-iowast-6pt5wins,cfb,0.0246,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-ala-9pt5wins,cfb,1.3339,2,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-iowa-8pt5wins,cfb,0.0020,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-frest-4pt5wins,cfb,0.0000,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-flst-7pt5wins,cfb,0.0090,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-txam-9pt5wins,cfb,0.3603,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-tx-7pt5wins,cfb,1.2308,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-fl-6pt5wins,cfb,2.5000,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-col-3pt5wins,cfb,0.0004,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-arzst-5pt5wins,cfb,0.0000,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-colst-1pt5wins,cfb,0.0021,2,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-tx-10pt5wins,cfb,0.0001,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-fl-8pt5wins,cfb,0.8229,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-byu-6pt5wins,cfb,0.0001,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-colst-2pt5wins,cfb,0.0084,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-nd-10pt5wins,cfb,2.2929,2,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-aubrn-4pt5wins,cfb,0.0053,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-ucf-3pt5wins,cfb,0.0000,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-txam-6pt5wins,cfb,0.0046,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-nebr-8pt5wins,cfb,0.6849,2,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-okl-8pt5wins,cfb,0.0010,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-frest-8pt5wins,cfb,0.2446,2,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-mary-7pt5wins,cfb,0.2333,2,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-cin-5pt5wins,cfb,0.0001,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-stan-4pt5wins,cfb,0.0532,2,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-stan-5pt5wins,cfb,0.0269,2,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-uk-3pt5wins,cfb,0.0761,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-syra-2pt5wins,cfb,1.2334,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-mary-5pt5wins,cfb,0.0001,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-nw-7pt5wins,cfb,0.2888,2,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-pur-5pt5wins,cfb,0.0001,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-smu-10pt5wins,cfb,0.0028,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-bayl-4pt5wins,cfb,2.4870,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-sdst-8pt5wins,cfb,0.0309,2,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-vir-9pt5wins,cfb,0.0019,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-ill-9pt5wins,cfb,0.0011,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-rutger-4pt5wins,cfb,2.4618,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-ou-2026-11-28-ncst,cfb,0.1533,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-nebr-7pt5wins,cfb,0.0764,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-ou-2026-11-28-bayl,cfb,0.0036,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-sdst-9pt5wins,cfb,1.8094,1,2026-08-24T18:24:57Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-bayl-8pt5wins,cfb,0.0036,1,2026-08-24T18:39:09Z,,,,,,,
2026-08-24,aachc-cfb-wins-ou-2026-11-28-mia,cfb,0.1544,1,2026-08-24T18:39:09Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-utahst-5pt5wins,cfb,0.0000,1,2026-08-24T18:39:09Z,,,,,,,
2026-08-24,aachc-cfb-wins-2026-11-28-utahst-4pt5wins,cfb,0.0000,1,2026-08-24T18:39:09Z,,,,,,,
