market,side,price,size,ticks,share,est_day,pool,verdict
scc-hrep-rep-2026-11-03-gte230,SELL,0.99,178.12,91,4.408274286235766e-64,1.836780952598236e-63,100.0,"✅ scoring — ~0.0% of ask side (8,512 resting ≥ 5,000 ✓) ≈ $0.00/day (pool ÷ 12 markets)"
scc-hrep-rep-2026-11-03-gte230,SELL,0.99,178.12,91,4.408274286235766e-64,1.836780952598236e-63,100.0,"✅ scoring — ~0.0% of ask side (8,512 resting ≥ 5,000 ✓) ≈ $0.00/day (pool ÷ 12 markets)"
scc-hrep-rep-2026-11-03-gte230,SELL,0.99,178.12,91,4.408274286235766e-64,1.836780952598236e-63,100.0,"✅ scoring — ~0.0% of ask side (8,512 resting ≥ 5,000 ✓) ≈ $0.00/day (pool ÷ 12 markets)"
scc-hrep-rep-2026-11-03-gte230,SELL,0.99,178.12,91,4.408274286235766e-64,1.836780952598236e-63,100.0,"✅ scoring — ~0.0% of ask side (8,512 resting ≥ 5,000 ✓) ≈ $0.00/day (pool ÷ 12 markets)"
scc-hrep-rep-2026-11-03-gte230,SELL,0.99,178.12,91,4.408274286235766e-64,1.836780952598236e-63,100.0,"✅ scoring — ~0.0% of ask side (8,512 resting ≥ 5,000 ✓) ≈ $0.00/day (pool ÷ 12 markets)"
scc-hrep-rep-2026-11-03-gte230,SELL,0.99,178.12,91,4.408274286235766e-64,1.836780952598236e-63,100.0,"✅ scoring — ~0.0% of ask side (8,512 resting ≥ 5,000 ✓) ≈ $0.00/day (pool ÷ 12 markets)"
scc-hrep-rep-2026-11-03-gte230,SELL,0.99,178.12,91,4.408274286235766e-64,1.836780952598236e-63,100.0,"✅ scoring — ~0.0% of ask side (8,512 resting ≥ 5,000 ✓) ≈ $0.00/day (pool ÷ 12 markets)"
scc-hrep-rep-2026-11-03-gte230,SELL,0.99,178.12,91,4.408274286235766e-64,1.836780952598236e-63,100.0,"✅ scoring — ~0.0% of ask side (8,512 resting ≥ 5,000 ✓) ≈ $0.00/day (pool ÷ 12 markets)"
scc-hrep-rep-2026-11-03-gte230,SELL,0.99,178.12,91,4.408274286235766e-64,1.836780952598236e-63,100.0,"✅ scoring — ~0.0% of ask side (8,512 resting ≥ 5,000 ✓) ≈ $0.00/day (pool ÷ 12 markets)"
scc-hrep-rep-2026-11-03-gte230,SELL,0.99,178.12,91,4.408274286235766e-64,1.836780952598236e-63,100.0,"✅ scoring — ~0.0% of ask side (8,512 resting ≥ 5,000 ✓) ≈ $0.00/day (pool ÷ 12 markets)"
scc-hrep-rep-2026-11-03-gte230,SELL,0.99,178.12,91,4.408274286235766e-64,1.836780952598236e-63,100.0,"✅ scoring — ~0.0% of ask side (8,512 resting ≥ 5,000 ✓) ≈ $0.00/day (pool ÷ 12 markets)"
scc-hrep-rep-2026-11-03-gte230,SELL,0.99,178.12,91,4.408274286235766e-64,1.836780952598236e-63,100.0,"✅ scoring — ~0.0% of ask side (8,512 resting ≥ 5,000 ✓) ≈ $0.00/day (pool ÷ 12 markets)"
scc-hrep-rep-2026-11-03-gte230,SELL,0.99,178.12,91,4.408274286235766e-64,1.836780952598236e-63,100.0,"✅ scoring — ~0.0% of ask side (8,512 resting ≥ 5,000 ✓) ≈ $0.00/day (pool ÷ 12 markets)"
scc-hrep-rep-2026-11-03-gte230,SELL,0.99,178.12,91,4.408274286235766e-64,1.836780952598236e-63,100.0,"✅ scoring — ~0.0% of ask side (8,512 resting ≥ 5,000 ✓) ≈ $0.00/day (pool ÷ 12 markets)"
scc-hrep-rep-2026-11-03-gte230,SELL,0.99,178.12,91,4.408274286235766e-64,1.836780952598236e-63,100.0,"✅ scoring — ~0.0% of ask side (8,512 resting ≥ 5,000 ✓) ≈ $0.00/day (pool ÷ 12 markets)"
ewc-pres-arg-2027-10-24-javmil,BUY,0.59,1.0,0,,,25.0,"❌ side has 205 of 2,000 Target Size — side not qualifying"
pintc-meet-trump-2026-12-31-kimjon,BUY,0.04,2.0,0,,,25.0,"❌ side has 203 of 2,000 Target Size — side not qualifying"
scc-senate-gop-2026-11-03-55,BUY,0.04,24.0,0,,,100.0,"❌ side has 426 of 5,000 Target Size — side not qualifying"
scc-hrep-rep-2026-11-03-gte195,SELL,0.94,30.0,0,,,100.0,"❌ side has 2,750 of 5,000 Target Size — side not qualifying"
scc-hrep-rep-2026-11-03-gte195,BUY,0.78,49.0,0,,,100.0,"❌ side has 499 of 5,000 Target Size — side not qualifying"
scc-hrep-rep-2026-11-03-gte180,SELL,0.96,100.0,0,,,100.0,"❌ side has 3,383 of 5,000 Target Size — side not qualifying"
scc-hrep-rep-2026-11-03-gte215,BUY,0.12,50.0,0,,,100.0,"❌ side has 741 of 5,000 Target Size — side not qualifying"
scc-senate-gop-2026-11-03-46,BUY,0.02,500.0,1,,,100.0,❌ outside Target Size window (order 1 tick from best; window ends 0)
scc-hrep-rep-2026-11-03-gte235,BUY,0.02,500.0,1,,,100.0,"❌ side has 957 of 5,000 Target Size — side not qualifying"
scc-senate-gop-2026-11-03-53,BUY,0.01,5000.0,1,,,100.0,❌ outside Target Size window (order 1 tick from best; window ends 0)
scc-senate-gop-2026-11-03-46,BUY,0.01,5000.0,2,,,100.0,❌ outside Target Size window (order 2 ticks from best; window ends 0)
scc-hrep-rep-2026-11-03-gte195,SELL,0.98,180.96,4,,,100.0,"❌ side has 2,750 of 5,000 Target Size — side not qualifying"
scc-hrep-rep-2026-11-03-gte195,SELL,0.98,180.96,4,,,100.0,"❌ side has 2,750 of 5,000 Target Size — side not qualifying"
pvwc-housepopw-2026-11-03-rep,BUY,0.01,5000.0,8,,,25.0,❌ outside Target Size window (order 8 ticks from best; window ends 0)
