market                                   side     ours   others    total    tgt qual self off  $/day
enwc-uspres-nom-rep-2028-vivram          SELL   20,630   27,705   48,335 20,000    y    y  11   0.00
ewc-usp-2028-11-07-aleocc                BUY    20,001  127,662  147,663 20,000    y    y   0   2.51
ewc-usp-2028-11-07-aleocc                SELL   15,376   28,031   43,407 20,000    y   no   0  14.49
ewc-usp-2028-11-07-andbes                BUY    20,001   56,299   76,300 20,000    y    y   0   4.85
ewc-usp-2028-11-07-andbes                SELL   20,933   16,383   37,317 20,000    y    y   7   0.00
ewc-usp-2028-11-07-dontru                BUY    20,001   23,989   43,990 20,000    y    y   0   8.42
ewc-usp-2028-11-07-dontru                SELL   20,434   16,385   36,818 20,000    y    y  23   0.00
ewc-usp-2028-11-07-dontrujr              BUY    20,001   15,127   35,128 20,000    y    y   0  10.54
ewc-usp-2028-11-07-dontrujr              SELL   16,970   16,371   33,341 20,000    y   no   0   2.72
ewc-usp-2028-11-07-dwajoh                BUY    20,001   37,178   57,179 20,000    y    y   0   6.48
ewc-usp-2028-11-07-dwajoh                SELL   19,519   16,275   35,794 20,000    y   no  29   0.00
ewc-usp-2028-11-07-elomus                BUY    20,001   37,178   57,179 20,000    y    y   0   6.48
ewc-usp-2028-11-07-elomus                SELL   16,969   16,371   33,340 20,000    y   no   1   0.16
ewc-usp-2028-11-07-gavnew                BUY    20,001  140,861  160,862 20,000    y    y   0   2.30
ewc-usp-2028-11-07-gavnew                SELL   17,140   26,267   43,407 20,000    y   no   0  15.40
ewc-usp-2028-11-07-gleyou                BUY    20,001      200   20,201 20,000    y    y   0  18.52
ewc-usp-2028-11-07-gleyou                SELL   16,342   16,273   32,615 20,000    y   no   1   4.47
ewc-usp-2028-11-07-jamtal                BUY    20,001    1,225   21,226 20,000    y    y   0  17.45
ewc-usp-2028-11-07-jamtal                SELL   17,646   25,871   43,516 20,000    y   no   1   0.16
ewc-usp-2028-11-07-jbpri                 BUY    20,001   37,237   57,238 20,000    y    y   0   6.47
ewc-usp-2028-11-07-jbpri                 SELL   18,193   16,371   34,564 20,000    y   no   0   3.84
ewc-usp-2028-11-07-jdvan                 BUY    20,001      402   20,403 20,000    y    y  49   0.00
ewc-usp-2028-11-07-jdvan                 SELL   19,521   16,371   35,892 20,000    y   no   0   3.75
ewc-usp-2028-11-07-jonoss                BUY    20,001      312   20,313 20,000    y    y  23   0.00
ewc-usp-2028-11-07-jonoss                SELL   16,979   16,273   33,252 20,000    y   no   0  16.03
ewc-usp-2028-11-07-jossha                BUY    20,001  127,977  147,978 20,000    y    y   0   2.50
