date,market,program_type,reward_usd,status
2026-08-05,scc-senate-gop-2026-11-03-48,liquidityProgram,1.65,PAID
2026-08-05,scc-senate-gop-2026-11-03-49,liquidityProgram,0.46,PAID
2026-08-05,scc-senate-gop-2026-11-03-50,liquidityProgram,0.77,PAID
2026-08-05,scc-senate-gop-2026-11-03-51,liquidityProgram,2.08,PAID
2026-08-05,scc-senate-gop-2026-11-03-52,liquidityProgram,2.05,PAID
2026-08-05,scc-senate-gop-2026-11-03-53,liquidityProgram,1.66,PAID
2026-08-05,scc-senate-gop-2026-11-03-54,liquidityProgram,0.43,PAID
2026-08-05,scc-senate-gop-2026-11-03-56,liquidityProgram,0.25,PAID
2026-08-05,scc-senate-gop-2026-11-03-gte57,liquidityProgram,0.1,PAID
2026-08-05,scc-senate-gop-2026-11-03-lte45,liquidityProgram,0.05,PAID
2026-08-05,tec-cbb-champ-2027-04-05-w-mst,liquidityProgram,0.02,PAID
2026-08-05,tec-cbb-champ-2027-04-05-w-nebr,liquidityProgram,0.77,PAID
2026-08-05,vmc-ussep-misen-2026-08-04-els0-5,liquidityProgram,0.03,PAID
2026-08-06,apdc-alito-2026-12-31,liquidityProgram,7.41,PAID
2026-08-06,ewc-usgub-ca-2026-11-03-stehil,liquidityProgram,1.02,PAID
2026-08-06,ewc-usgub-ca-2026-11-03-xavbec,liquidityProgram,0.08,PAID
2026-08-06,ewc-usse-mi-2026-11-03-dem,liquidityProgram,1.41,PAID
2026-08-06,ewc-usse-oh-2026-11-03-rep,liquidityProgram,0.17,PAID
2026-08-06,opdc-mcconnell-resign-2026-11-02,liquidityProgram,8.07,PAID
2026-08-06,scc-hrep-rep-2026-11-03-gte180,liquidityProgram,2.41,PAID
2026-08-06,scc-hrep-rep-2026-11-03-gte185,liquidityProgram,1.03,PAID
2026-08-06,scc-hrep-rep-2026-11-03-gte190,liquidityProgram,0.9,PAID
2026-08-06,scc-hrep-rep-2026-11-03-gte195,liquidityProgram,2.38,PAID
2026-08-06,scc-hrep-rep-2026-11-03-gte200,liquidityProgram,5.24,PAID
2026-08-06,scc-hrep-rep-2026-11-03-gte205,liquidityProgram,1.31,PAID
2026-08-06,scc-hrep-rep-2026-11-03-gte210,liquidityProgram,3.03,PAID
2026-08-06,scc-hrep-rep-2026-11-03-gte220,liquidityProgram,0.85,PAID
2026-08-06,scc-hrep-rep-2026-11-03-gte225,liquidityProgram,3.32,PAID
2026-08-06,scc-hrep-rep-2026-11-03-gte230,liquidityProgram,0.03,PAID
2026-08-06,scc-senate-gop-2026-11-03-46,liquidityProgram,1.74,PAID
2026-08-06,scc-senate-gop-2026-11-03-48,liquidityProgram,1.08,PAID
2026-08-06,scc-senate-gop-2026-11-03-50,liquidityProgram,1.79,PAID
2026-08-06,scc-senate-gop-2026-11-03-51,liquidityProgram,3.96,PAID
2026-08-06,scc-senate-gop-2026-11-03-53,liquidityProgram,2.57,PAID
2026-08-06,scc-senate-gop-2026-11-03-54,liquidityProgram,1.0,PAID
2026-08-06,scc-senate-gop-2026-11-03-56,liquidityProgram,0.5,PAID
2026-08-06,scc-senate-gop-2026-11-03-gte57,liquidityProgram,0.38,PAID
2026-08-06,scc-senate-gop-2026-11-03-lte45,liquidityProgram,0.34,PAID
2026-08-06,vmc-ussep-misen-2026-08-04-els0-5,liquidityProgram,0.19,PAID
2026-08-06,vmc-ussep-misen-2026-08-04-els0-5,liquidityProgram,0.01,SKIPPED
2026-08-07,apdc-alito-2026-12-31,liquidityProgram,3.12,PAID
2026-08-07,apdc-jerpowgov-2026-12-31,liquidityProgram,7.23,PAID
2026-08-07,dccc-cyclo-us-2026-08-31-gt10000,liquidityProgram,0.19,PAID
2026-08-07,dccc-cyclo-us-2026-08-31-gt5000,liquidityProgram,0.37,PAID
2026-08-07,dccc-cyclo-us-2026-08-31-gt6000,liquidityProgram,0.21,PAID
2026-08-07,dccc-cyclo-us-2026-08-31-gt7000,liquidityProgram,0.34,PAID
2026-08-07,dccc-cyclo-us-2026-08-31-gt8000,liquidityProgram,0.5,PAID
2026-08-07,dccc-cyclo-us-2026-08-31-gt9000,liquidityProgram,0.3,PAID
2026-08-07,dccc-measles-us-2026-12-31-gt3000,liquidityProgram,1.57,PAID
2026-08-07,dccc-measles-us-2026-12-31-gt3500,liquidityProgram,1.46,PAID
2026-08-07,dccc-measles-us-2026-12-31-gt4500,liquidityProgram,3.74,PAID
2026-08-07,enwc-usgubp-wi-2026-08-11-dem-davcro,liquidityProgram,0.1,PAID
2026-08-07,enwc-ussep-nh-2026-09-08-dem-karman,liquidityProgram,0.03,PAID
2026-08-07,enwc-ussep-sc-2026-08-11-rep-ralnor,liquidityProgram,0.08,PAID
2026-08-07,ewc-usgub-ca-2026-11-03-xavbec,liquidityProgram,0.2,PAID
2026-08-07,ewc-usse-mi-2026-11-03-dem,liquidityProgram,0.01,PAID
2026-08-07,ewc-usse-oh-2026-11-03-rep,liquidityProgram,0.31,PAID
2026-08-07,lawec-cryptoleg-2026-12-31,liquidityProgram,3.31,PAID
2026-08-07,opdc-mcconnell-resign-2026-11-02,liquidityProgram,5.1,PAID
2026-08-07,pandc-anydis-2027-12-31,liquidityProgram,1.36,PAID
2026-08-07,pvwc-housepopw-2026-11-03-dem,liquidityProgram,2.07,PAID
2026-08-07,pvwc-housepopw-2026-11-03-rep,liquidityProgram,0.23,PAID
2026-08-07,scc-hrep-rep-2026-11-03-gte180,liquidityProgram,2.35,PAID
2026-08-07,scc-hrep-rep-2026-11-03-gte185,liquidityProgram,0.95,PAID
2026-08-07,scc-hrep-rep-2026-11-03-gte190,liquidityProgram,1.86,PAID
2026-08-07,scc-hrep-rep-2026-11-03-gte195,liquidityProgram,0.94,PAID
2026-08-07,scc-hrep-rep-2026-11-03-gte200,liquidityProgram,4.12,PAID
2026-08-07,scc-hrep-rep-2026-11-03-gte210,liquidityProgram,1.8,PAID
2026-08-07,scc-hrep-rep-2026-11-03-gte215,liquidityProgram,1.74,PAID
2026-08-07,scc-hrep-rep-2026-11-03-gte225,liquidityProgram,2.13,PAID
2026-08-07,scc-senate-gop-2026-11-03-46,liquidityProgram,1.56,PAID
2026-08-07,scc-senate-gop-2026-11-03-49,liquidityProgram,1.37,PAID
2026-08-07,scc-senate-gop-2026-11-03-50,liquidityProgram,2.13,PAID
2026-08-07,scc-senate-gop-2026-11-03-53,liquidityProgram,2.02,PAID
2026-08-07,scc-senate-gop-2026-11-03-54,liquidityProgram,1.02,PAID
2026-08-07,scc-senate-gop-2026-11-03-55,liquidityProgram,0.09,PAID
2026-08-07,scc-senate-gop-2026-11-03-56,liquidityProgram,0.05,PAID
2026-08-07,scc-senate-gop-2026-11-03-gte57,liquidityProgram,1.06,PAID
2026-08-07,stsc-bab-el-mandeb-clsd-2026-12-31,liquidityProgram,0.04,PAID
2026-08-07,stsc-hormuz-normal-aug31,liquidityProgram,2.3,PAID
2026-08-07,tec-cbb-champ-2027-04-05-w-arz,liquidityProgram,0.05,PAID
2026-08-07,tec-cbb-champ-2027-04-05-w-butl,liquidityProgram,0.37,PAID
2026-08-07,tec-cbb-champ-2027-04-05-w-duke,liquidityProgram,0.11,PAID
2026-08-07,tec-cbb-champ-2027-04-05-w-iowast,liquidityProgram,0.02,PAID
2026-08-07,tec-cbb-champ-2027-04-05-w-lou,liquidityProgram,0.11,PAID
2026-08-07,usgcc-aliens-12-31-2026,liquidityProgram,0.13999999999999999,PAID
2026-08-07,vmc-ussep-misen-2026-08-04-els0-5,liquidityProgram,0.17,PAID
2026-08-07,vmc-ussep-misen-2026-08-04-els0-5,liquidityProgram,0.01,SKIPPED
2026-08-08,apdc-alito-2026-12-31,liquidityProgram,8.52,PAID
2026-08-08,apdc-jerpowgov-2026-12-31,liquidityProgram,6.21,PAID
2026-08-08,ewc-usse-nh-2026-11-03-dem,liquidityProgram,0.34,PAID
2026-08-08,ewc-usse-oh-2026-11-03-rep,liquidityProgram,0.02,PAID
2026-08-08,lawec-cryptoleg-2026-12-31,liquidityProgram,3.32,PAID
2026-08-08,opdc-mcconnell-resign-2026-11-02,liquidityProgram,3.79,PAID
2026-08-08,paccc-usse-midterms-2026-11-03-rep,liquidityProgram,0.78,PAID
2026-08-08,pandc-anydis-2027-12-31,liquidityProgram,2.82,PAID
2026-08-08,pvwc-housepopw-2026-11-03-dem,liquidityProgram,0.03,PAID
2026-08-08,scc-hrep-rep-2026-11-03-gte180,liquidityProgram,1.89,PAID
2026-08-08,scc-hrep-rep-2026-11-03-gte185,liquidityProgram,0.16,PAID
2026-08-08,scc-hrep-rep-2026-11-03-gte190,liquidityProgram,2.2,PAID
2026-08-08,scc-hrep-rep-2026-11-03-gte195,liquidityProgram,1.81,PAID
2026-08-08,scc-hrep-rep-2026-11-03-gte200,liquidityProgram,2.97,PAID
2026-08-08,scc-hrep-rep-2026-11-03-gte210,liquidityProgram,0.11,PAID
2026-08-08,scc-hrep-rep-2026-11-03-gte215,liquidityProgram,0.25,PAID
2026-08-08,scc-hrep-rep-2026-11-03-gte225,liquidityProgram,1.15,PAID
2026-08-08,scc-hrep-rep-2026-11-03-gte230,liquidityProgram,1.11,PAID
2026-08-08,scc-senate-gop-2026-11-03-46,liquidityProgram,0.59,PAID
2026-08-08,scc-senate-gop-2026-11-03-49,liquidityProgram,1.9,PAID
2026-08-08,scc-senate-gop-2026-11-03-50,liquidityProgram,1.74,PAID
2026-08-08,scc-senate-gop-2026-11-03-51,liquidityProgram,1.73,PAID
2026-08-08,scc-senate-gop-2026-11-03-52,liquidityProgram,3.07,PAID
2026-08-08,scc-senate-gop-2026-11-03-53,liquidityProgram,0.54,PAID
2026-08-08,scc-senate-gop-2026-11-03-54,liquidityProgram,2.37,PAID
2026-08-08,scc-senate-gop-2026-11-03-55,liquidityProgram,0.02,PAID
2026-08-08,scc-senate-gop-2026-11-03-56,liquidityProgram,0.51,PAID
2026-08-08,scc-senate-gop-2026-11-03-gte57,liquidityProgram,3.93,PAID
2026-08-08,stsc-bab-el-mandeb-clsd-2026-12-31,liquidityProgram,0.02,PAID
2026-08-08,tec-cbb-champ-2027-04-05-w-butl,liquidityProgram,0.19,PAID
2026-08-08,tec-cbb-champ-2027-04-05-w-duke,liquidityProgram,0.02,PAID
2026-08-08,tec-cbb-champ-2027-04-05-w-iowast,liquidityProgram,0.01,PAID
2026-08-08,tec-cbb-champ-2027-04-05-w-lou,liquidityProgram,0.1,PAID
2026-08-08,vmc-ussep-misen-2026-08-04-els0-5,liquidityProgram,0.56,PAID
2026-08-08,vmc-ussep-misen-2026-08-04-els0-5,liquidityProgram,0.05,SKIPPED
2026-08-09,apdc-alito-2026-12-31,liquidityProgram,6.91,PAID
2026-08-09,apdc-jerpowgov-2026-12-31,liquidityProgram,22.67,PAID
2026-08-09,enwc-usgubp-mn-2026-08-11-rep-lisdem,liquidityProgram,0.02,PAID
2026-08-09,enwc-usgubp-mn-2026-08-11-rep-miklin,liquidityProgram,0.07,PAID
2026-08-09,enwc-usgubp-wi-2026-08-11-dem-sarrod,liquidityProgram,0.03,PAID
2026-08-09,ewc-usgub-ca-2026-11-03-xavbec,liquidityProgram,0.07,PAID
2026-08-09,ewc-usse-nh-2026-11-03-dem,liquidityProgram,0.21,PAID
2026-08-09,ewc-usse-tx-2026-11-03-dem,liquidityProgram,0.04,PAID
2026-08-09,lawec-cryptoleg-2026-12-31,liquidityProgram,0.57,PAID
2026-08-09,opdc-mcconnell-resign-2026-11-02,liquidityProgram,0.25,PAID
2026-08-09,pandc-anydis-2027-12-31,liquidityProgram,14.06,PAID
2026-08-09,pvwc-housepopw-2026-11-03-dem,liquidityProgram,0.11,PAID
2026-08-09,scc-hrep-rep-2026-11-03-gte180,liquidityProgram,0.19,PAID
2026-08-09,scc-hrep-rep-2026-11-03-gte185,liquidityProgram,0.05,PAID
2026-08-09,scc-hrep-rep-2026-11-03-gte190,liquidityProgram,0.18,PAID
2026-08-09,scc-hrep-rep-2026-11-03-gte195,liquidityProgram,0.25,PAID
2026-08-09,scc-hrep-rep-2026-11-03-gte200,liquidityProgram,3.27,PAID
2026-08-09,scc-hrep-rep-2026-11-03-gte205,liquidityProgram,0.64,PAID
2026-08-09,scc-hrep-rep-2026-11-03-gte210,liquidityProgram,0.54,PAID
2026-08-09,scc-hrep-rep-2026-11-03-gte220,liquidityProgram,0.13,PAID
2026-08-09,scc-hrep-rep-2026-11-03-gte225,liquidityProgram,0.61,PAID
2026-08-09,scc-senate-gop-2026-11-03-46,liquidityProgram,0.63,PAID
2026-08-09,scc-senate-gop-2026-11-03-49,liquidityProgram,0.6,PAID
2026-08-09,scc-senate-gop-2026-11-03-50,liquidityProgram,1.55,PAID
2026-08-09,scc-senate-gop-2026-11-03-51,liquidityProgram,1.38,PAID
2026-08-09,scc-senate-gop-2026-11-03-52,liquidityProgram,1.64,PAID
2026-08-09,scc-senate-gop-2026-11-03-53,liquidityProgram,0.17,PAID
2026-08-09,scc-senate-gop-2026-11-03-54,liquidityProgram,1.34,PAID
2026-08-09,scc-senate-gop-2026-11-03-55,liquidityProgram,0.01,PAID
2026-08-09,scc-senate-gop-2026-11-03-56,liquidityProgram,0.44,PAID
2026-08-09,scc-senate-gop-2026-11-03-gte57,liquidityProgram,1.97,PAID
2026-08-09,tec-cbb-champ-2027-04-05-w-butl,liquidityProgram,0.03,PAID
2026-08-09,tec-cbb-champ-2027-04-05-w-iowast,liquidityProgram,0.18,PAID
2026-08-09,tec-cbb-champ-2027-04-05-w-nebr,liquidityProgram,0.21,PAID
2026-08-09,tec-cbb-champ-2027-04-05-w-uconn,liquidityProgram,1.22,PAID
2026-08-10,apdc-alito-2026-12-31,liquidityProgram,8.64,PAID
2026-08-10,apdc-jerpowgov-2026-12-31,liquidityProgram,8.47,PAID
2026-08-10,enwc-usgubp-mn-2026-08-11-rep-kenqua,liquidityProgram,0.08,PAID
2026-08-10,enwc-usgubp-mn-2026-08-11-rep-lisdem,liquidityProgram,0.04,PAID
2026-08-10,enwc-usgubp-wi-2026-08-11-dem-sarrod,liquidityProgram,0.04,PAID
2026-08-10,enwc-ushrp-fl25-2026-08-18-dem-jarmos,liquidityProgram,5.16,PAID
2026-08-10,enwc-ushrp-fl25-2026-08-18-dem-olilar,liquidityProgram,4.32,PAID
2026-08-10,enwc-ussep-sc-2026-08-11-rep-ralnor,liquidityProgram,0.35,PAID
2026-08-10,enwc-ussep-sc-2026-08-11-rep-rusfry,liquidityProgram,0.15,PAID
2026-08-10,ewc-usgub-ca-2026-11-03-xavbec,liquidityProgram,3.28,PAID
2026-08-10,ewc-usse-nh-2026-11-03-dem,liquidityProgram,0.03,PAID
2026-08-10,ewc-usse-tx-2026-11-03-dem,liquidityProgram,2.75,PAID
2026-08-10,opdc-mcconnell-resign-2026-11-02,liquidityProgram,8.11,PAID
2026-08-10,pandc-anydis-2027-12-31,liquidityProgram,13.27,PAID
2026-08-10,pic-congress-trump-2026-12-31,liquidityProgram,0.7,PAID
2026-08-10,scc-hrep-rep-2026-11-03-gte180,liquidityProgram,0.59,PAID
2026-08-10,scc-hrep-rep-2026-11-03-gte185,liquidityProgram,1.11,PAID
2026-08-10,scc-hrep-rep-2026-11-03-gte190,liquidityProgram,0.8,PAID
2026-08-10,scc-hrep-rep-2026-11-03-gte195,liquidityProgram,0.3,PAID
2026-08-10,scc-hrep-rep-2026-11-03-gte200,liquidityProgram,0.35,PAID
2026-08-10,scc-hrep-rep-2026-11-03-gte205,liquidityProgram,1.41,PAID
2026-08-10,scc-hrep-rep-2026-11-03-gte210,liquidityProgram,1.18,PAID
2026-08-10,scc-hrep-rep-2026-11-03-gte220,liquidityProgram,0.85,PAID
2026-08-10,scc-hrep-rep-2026-11-03-gte225,liquidityProgram,1.26,PAID
2026-08-10,scc-senate-gop-2026-11-03-46,liquidityProgram,0.35,PAID
2026-08-10,scc-senate-gop-2026-11-03-49,liquidityProgram,1.45,PAID
2026-08-10,scc-senate-gop-2026-11-03-50,liquidityProgram,0.21,PAID
2026-08-10,scc-senate-gop-2026-11-03-52,liquidityProgram,3.02,PAID
2026-08-10,scc-senate-gop-2026-11-03-53,liquidityProgram,2.57,PAID
2026-08-10,scc-senate-gop-2026-11-03-54,liquidityProgram,1.02,PAID
2026-08-10,scc-senate-gop-2026-11-03-56,liquidityProgram,0.44,PAID
2026-08-10,scc-senate-gop-2026-11-03-gte57,liquidityProgram,1.61,PAID
2026-08-10,tec-cbb-champ-2027-04-05-w-butl,liquidityProgram,0.02,PAID
2026-08-10,tec-cbb-champ-2027-04-05-w-iowast,liquidityProgram,0.13,PAID
2026-08-10,tec-cbb-champ-2027-04-05-w-nebr,liquidityProgram,0.49,PAID
2026-08-10,tec-cbb-champ-2027-04-05-w-uconn,liquidityProgram,0.15,PAID
2026-08-10,usgubewc-usgub-al-2026-11-03-dem,liquidityProgram,2.39,PAID
2026-08-10,usgubewc-usgub-al-2026-11-03-rep,liquidityProgram,3.31,PAID
2026-08-10,usgubewc-usgub-ar-2026-11-03-dem,liquidityProgram,4.67,PAID
2026-08-10,usgubewc-usgub-ar-2026-11-03-rep,liquidityProgram,6.07,PAID
2026-08-10,usgubewc-usgub-co-2026-11-03-dem,liquidityProgram,6.13,PAID
2026-08-10,usgubewc-usgub-co-2026-11-03-rep,liquidityProgram,4.76,PAID
2026-08-10,usgubewc-usgub-ct-2026-11-03-dem,liquidityProgram,5.99,PAID
2026-08-10,usgubewc-usgub-ct-2026-11-03-rep,liquidityProgram,4.8,PAID
2026-08-10,usgubewc-usgub-fl-2026-11-03-dem,liquidityProgram,5.05,PAID
2026-08-10,usgubewc-usgub-fl-2026-11-03-rep,liquidityProgram,5.5,PAID
2026-08-10,usgubewc-usgub-hi-2026-11-03-dem,liquidityProgram,5.87,PAID
2026-08-10,usgubewc-usgub-hi-2026-11-03-rep,liquidityProgram,4.85,PAID
2026-08-10,usgubewc-usgub-id-2026-11-03-dem,liquidityProgram,4.94,PAID
2026-08-10,usgubewc-usgub-id-2026-11-03-rep,liquidityProgram,5.92,PAID
2026-08-10,usgubewc-usgub-il-2026-11-03-dem,liquidityProgram,5.76,PAID
2026-08-10,usgubewc-usgub-il-2026-11-03-rep,liquidityProgram,4.92,PAID
2026-08-10,usgubewc-usgub-ma-2026-11-03-dem,liquidityProgram,6.2,PAID
2026-08-10,usgubewc-usgub-ma-2026-11-03-rep,liquidityProgram,4.91,PAID
2026-08-10,usgubewc-usgub-md-2026-11-03-dem,liquidityProgram,6.25,PAID
2026-08-10,usgubewc-usgub-md-2026-11-03-rep,liquidityProgram,4.85,PAID
2026-08-10,usgubewc-usgub-me-2026-11-03-dem,liquidityProgram,6.37,PAID
2026-08-10,usgubewc-usgub-me-2026-11-03-rep,liquidityProgram,5.06,PAID
2026-08-10,usgubewc-usgub-mn-2026-11-03-dem,liquidityProgram,5.98,PAID
2026-08-10,usgubewc-usgub-mn-2026-11-03-rep,liquidityProgram,4.94,PAID
2026-08-10,usgubewc-usgub-ne-2026-11-03-dem,liquidityProgram,4.88,PAID
2026-08-10,usgubewc-usgub-ne-2026-11-03-rep,liquidityProgram,5.39,PAID
2026-08-10,usgubewc-usgub-nh-2026-11-03-dem,liquidityProgram,5.6,PAID
2026-08-10,usgubewc-usgub-nh-2026-11-03-rep,liquidityProgram,6.06,PAID
2026-08-10,usgubewc-usgub-nm-2026-11-03-dem,liquidityProgram,6.39,PAID
2026-08-10,usgubewc-usgub-nm-2026-11-03-rep,liquidityProgram,5.02,PAID
2026-08-10,usgubewc-usgub-ny-2026-11-03-dem,liquidityProgram,6.23,PAID
2026-08-10,usgubewc-usgub-ny-2026-11-03-rep,liquidityProgram,4.96,PAID
2026-08-10,usgubewc-usgub-ok-2026-11-03-dem,liquidityProgram,6.39,PAID
2026-08-10,usgubewc-usgub-ok-2026-11-03-rep,liquidityProgram,6.0,PAID
2026-08-10,usgubewc-usgub-or-2026-11-03-dem,liquidityProgram,5.3,PAID
2026-08-10,usgubewc-usgub-or-2026-11-03-rep,liquidityProgram,4.94,PAID
2026-08-10,usgubewc-usgub-pa-2026-11-03-dem,liquidityProgram,6.2,PAID
2026-08-10,usgubewc-usgub-pa-2026-11-03-rep,liquidityProgram,5.05,PAID
2026-08-10,usgubewc-usgub-ri-2026-11-03-dem,liquidityProgram,4.33,PAID
2026-08-10,usgubewc-usgub-ri-2026-11-03-rep,liquidityProgram,3.36,PAID
2026-08-10,usgubewc-usgub-sc-2026-11-03-dem,liquidityProgram,6.63,PAID
2026-08-10,usgubewc-usgub-sc-2026-11-03-rep,liquidityProgram,6.3,PAID
2026-08-10,usgubewc-usgub-sd-2026-11-03-dem,liquidityProgram,5.06,PAID
2026-08-10,usgubewc-usgub-sd-2026-11-03-rep,liquidityProgram,6.35,PAID
2026-08-10,usgubewc-usgub-tn-2026-11-03-dem,liquidityProgram,5.12,PAID
2026-08-10,usgubewc-usgub-tn-2026-11-03-rep,liquidityProgram,6.37,PAID
2026-08-10,usgubewc-usgub-tx-2026-11-03-dem,liquidityProgram,5.97,PAID
2026-08-10,usgubewc-usgub-tx-2026-11-03-rep,liquidityProgram,6.3,PAID
2026-08-10,usgubewc-usgub-vt-2026-11-03-dem,liquidityProgram,5.6,PAID
2026-08-10,usgubewc-usgub-vt-2026-11-03-rep,liquidityProgram,5.52,PAID
2026-08-10,usgubewc-usgub-wy-2026-11-03-dem,liquidityProgram,5.05,PAID
2026-08-10,usgubewc-usgub-wy-2026-11-03-rep,liquidityProgram,6.01,PAID
2026-08-10,ussewc-usse-al-2026-11-03-dem,liquidityProgram,4.77,PAID
2026-08-10,ussewc-usse-al-2026-11-03-rep,liquidityProgram,5.67,PAID
2026-08-10,ussewc-usse-ar-2026-11-03-dem,liquidityProgram,2.59,PAID
2026-08-10,ussewc-usse-ar-2026-11-03-rep,liquidityProgram,5.76,PAID
2026-08-10,ussewc-usse-co-2026-11-03-dem,liquidityProgram,3.43,PAID
2026-08-10,ussewc-usse-co-2026-11-03-rep,liquidityProgram,2.37,PAID
2026-08-10,ussewc-usse-de-2026-11-03-dem,liquidityProgram,6.66,PAID
2026-08-10,ussewc-usse-de-2026-11-03-rep,liquidityProgram,6.69,PAID
2026-08-10,ussewc-usse-fl-2026-11-03-dem,liquidityProgram,2.54,PAID
2026-08-10,ussewc-usse-fl-2026-11-03-rep,liquidityProgram,4.26,PAID
2026-08-10,ussewc-usse-il-2026-11-03-dem,liquidityProgram,6.21,PAID
2026-08-10,ussewc-usse-il-2026-11-03-rep,liquidityProgram,6.13,PAID
2026-08-10,ussewc-usse-ks-2026-11-03-dem,liquidityProgram,6.21,PAID
2026-08-10,ussewc-usse-ks-2026-11-03-rep,liquidityProgram,6.26,PAID
2026-08-10,ussewc-usse-ky-2026-11-03-dem,liquidityProgram,4.26,PAID
2026-08-10,ussewc-usse-ky-2026-11-03-rep,liquidityProgram,3.77,PAID
2026-08-10,ussewc-usse-la-2026-11-03-dem,liquidityProgram,2.4,PAID
2026-08-10,ussewc-usse-la-2026-11-03-rep,liquidityProgram,3.53,PAID
2026-08-10,ussewc-usse-ma-2026-11-03-dem,liquidityProgram,7.13,PAID
2026-08-10,ussewc-usse-ma-2026-11-03-rep,liquidityProgram,6.42,PAID
2026-08-10,ussewc-usse-ms-2026-11-03-dem,liquidityProgram,6.1,PAID
2026-08-10,ussewc-usse-ms-2026-11-03-rep,liquidityProgram,3.66,PAID
2026-08-10,ussewc-usse-mt-2026-11-03-dem,liquidityProgram,2.24,PAID
2026-08-10,ussewc-usse-mt-2026-11-03-rep,liquidityProgram,2.83,PAID
2026-08-10,ussewc-usse-mt-2026-11-03-setbod,liquidityProgram,1.97,PAID
2026-08-10,ussewc-usse-nj-2026-11-03-dem,liquidityProgram,3.89,PAID
2026-08-10,ussewc-usse-nj-2026-11-03-rep,liquidityProgram,2.61,PAID
2026-08-10,ussewc-usse-nm-2026-11-03-dem,liquidityProgram,3.63,PAID
2026-08-10,ussewc-usse-nm-2026-11-03-rep,liquidityProgram,3.63,PAID
2026-08-10,ussewc-usse-ok-2026-11-03-dem,liquidityProgram,4.69,PAID
2026-08-10,ussewc-usse-ok-2026-11-03-rep,liquidityProgram,3.32,PAID
2026-08-10,ussewc-usse-or-2026-11-03-dem,liquidityProgram,3.1,PAID
2026-08-10,ussewc-usse-or-2026-11-03-rep,liquidityProgram,5.23,PAID
2026-08-10,ussewc-usse-ri-2026-11-03-dem,liquidityProgram,5.48,PAID
2026-08-10,ussewc-usse-ri-2026-11-03-rep,liquidityProgram,4.17,PAID
2026-08-10,ussewc-usse-sc-2026-11-03-dem,liquidityProgram,4.17,PAID
2026-08-10,ussewc-usse-sc-2026-11-03-rep,liquidityProgram,5.28,PAID
2026-08-10,ussewc-usse-sd-2026-11-03-briben,liquidityProgram,3.12,PAID
2026-08-10,ussewc-usse-sd-2026-11-03-rep,liquidityProgram,2.29,PAID
2026-08-10,ussewc-usse-tn-2026-11-03-dem,liquidityProgram,4.56,PAID
2026-08-10,ussewc-usse-tn-2026-11-03-rep,liquidityProgram,5.13,PAID
2026-08-10,ussewc-usse-va-2026-11-03-dem,liquidityProgram,4.59,PAID
2026-08-10,ussewc-usse-va-2026-11-03-rep,liquidityProgram,4.23,PAID
2026-08-10,ussewc-usse-wv-2026-11-03-dem,liquidityProgram,3.85,PAID
2026-08-10,ussewc-usse-wv-2026-11-03-rep,liquidityProgram,4.03,PAID
2026-08-10,ussewc-usse-wy-2026-11-03-rep,liquidityProgram,6.19,PAID
2026-08-11,apdc-alito-2026-12-31,liquidityProgram,4.88,PAID
2026-08-11,apdc-jerpowgov-2026-12-31,liquidityProgram,20.11,PAID
2026-08-11,enwc-usgubp-wi-2026-08-11-dem-sarrod,liquidityProgram,0.04,PAID
2026-08-11,enwc-ushrp-fl25-2026-08-18-dem-jarmos,liquidityProgram,3.53,PAID
2026-08-11,enwc-ushrp-fl25-2026-08-18-dem-olilar,liquidityProgram,3.21,PAID
2026-08-11,enwc-ussep-sc-2026-08-11-rep-ralnor,liquidityProgram,0.23,PAID
2026-08-11,ewc-usgub-ca-2026-11-03-xavbec,liquidityProgram,0.2,PAID
2026-08-11,ewc-usse-tx-2026-11-03-dem,liquidityProgram,0.7,PAID
2026-08-11,opdc-mcconnell-resign-2026-11-02,liquidityProgram,5.65,PAID
2026-08-11,pandc-anydis-2027-12-31,liquidityProgram,8.48,PAID
2026-08-11,pic-congress-trump-2026-12-31,liquidityProgram,3.26,PAID
2026-08-11,pvwc-housepopw-2026-11-03-dem,liquidityProgram,0.37,PAID
2026-08-11,scc-hrep-rep-2026-11-03-gte180,liquidityProgram,1.16,PAID
2026-08-11,scc-hrep-rep-2026-11-03-gte185,liquidityProgram,0.57,PAID
2026-08-11,scc-hrep-rep-2026-11-03-gte190,liquidityProgram,0.64,PAID
2026-08-11,scc-hrep-rep-2026-11-03-gte195,liquidityProgram,1.18,PAID
2026-08-11,scc-hrep-rep-2026-11-03-gte200,liquidityProgram,2.08,PAID
2026-08-11,scc-hrep-rep-2026-11-03-gte205,liquidityProgram,0.51,PAID
2026-08-11,scc-hrep-rep-2026-11-03-gte210,liquidityProgram,0.91,PAID
2026-08-11,scc-hrep-rep-2026-11-03-gte220,liquidityProgram,0.9,PAID
2026-08-11,scc-hrep-rep-2026-11-03-gte225,liquidityProgram,0.03,PAID
2026-08-11,scc-senate-gop-2026-11-03-46,liquidityProgram,0.38,PAID
2026-08-11,scc-senate-gop-2026-11-03-47,liquidityProgram,0.55,PAID
2026-08-11,scc-senate-gop-2026-11-03-48,liquidityProgram,1.17,PAID
2026-08-11,scc-senate-gop-2026-11-03-49,liquidityProgram,0.49,PAID
2026-08-11,scc-senate-gop-2026-11-03-50,liquidityProgram,1.44,PAID
