market                                   side     ours   others    total    tgt qual self off  $/day
ussewc-usse-fl-2026-11-03-dem            BUY         0   55,800   55,800  2,000    y   no   -   0.00
ussewc-usse-fl-2026-11-03-dem            SELL        0  133,149  133,149  2,000    y   no   -   0.00
ussewc-usse-fl-2026-11-03-rep            BUY        50  500,691  500,741  2,000    y   no   0   0.61
ussewc-usse-fl-2026-11-03-rep            SELL       50   51,539   51,589  2,000    y   no   0   0.27
ussewc-usse-id-2026-11-03-rep            BUY         0  502,256  502,256  2,000    y   no   -   0.00
ussewc-usse-id-2026-11-03-rep            SELL        0      239      239  2,000   NO   no   -   0.00
ussewc-usse-id-2026-11-03-todach         BUY         0   11,276   11,276  2,000    y   no   -   0.00
ussewc-usse-id-2026-11-03-todach         SELL        0   70,974   70,974  2,000    y   no   -   0.00
ussewc-usse-il-2026-11-03-dem            BUY        40  500,296  500,336  2,000    y   no   0   1.84
ussewc-usse-il-2026-11-03-dem            SELL      445   26,096   26,541  2,000    y   no   0   0.10
ussewc-usse-il-2026-11-03-rep            BUY         0   11,200   11,200  2,000    y   no   -   0.00
ussewc-usse-il-2026-11-03-rep            SELL       50  330,239  330,289  2,000    y   no   0   2.67
ussewc-usse-ks-2026-11-03-dem            BUY         0    2,685    2,685  2,000    y   no   -   0.00
ussewc-usse-ks-2026-11-03-dem            SELL        0  141,225  141,225  2,000    y   no   -   0.00
ussewc-usse-ks-2026-11-03-rep            BUY         0  500,217  500,217  2,000    y   no   -   0.00
ussewc-usse-ks-2026-11-03-rep            SELL        0    5,732    5,732  2,000    y   no   -   0.00
ussewc-usse-ky-2026-11-03-dem            BUY         0   11,276   11,276  2,000    y   no   -   0.00
ussewc-usse-ky-2026-11-03-dem            SELL        0   65,574   65,574  2,000    y   no   -   0.00
ussewc-usse-ky-2026-11-03-rep            BUY         0  500,786  500,786  2,000    y   no   -   0.00
ussewc-usse-ky-2026-11-03-rep            SELL        0    8,826    8,826  2,000    y   no   -   0.00
ussewc-usse-la-2026-11-03-dem            BUY         0    2,870    2,870  2,000    y   no   -   0.00
ussewc-usse-la-2026-11-03-dem            SELL       50   70,482   70,532  2,000    y   no   0   5.48
ussewc-usse-la-2026-11-03-rep            BUY        22  500,266  500,288  2,000    y   no   0   1.56
ussewc-usse-la-2026-11-03-rep            SELL        0   20,222   20,222  2,000    y   no   -   0.00
ussewc-usse-ma-2026-11-03-dem            BUY        25  600,304  600,329  2,000    y   no   0   2.37
ussewc-usse-ma-2026-11-03-dem            SELL    2,503   23,927   26,430  2,000    y    y   0   0.56
ussewc-usse-ma-2026-11-03-rep            BUY     1,237   11,276   12,513  2,000    y   no   0   0.62
ussewc-usse-ma-2026-11-03-rep            SELL       50   65,538   65,588  2,000    y   no   0   2.77
ussewc-usse-ms-2026-11-03-dem            BUY         0      241      241  2,000   NO   no   -   0.00
ussewc-usse-ms-2026-11-03-dem            SELL        0   66,310   66,310  2,000    y   no   -   0.00
ussewc-usse-ms-2026-11-03-rep            BUY        10  501,751  501,761  2,000    y   no   0   0.11
ussewc-usse-ms-2026-11-03-rep            SELL       15      725      740  2,000   NO   no   0   0.00
ussewc-usse-mt-2026-11-03-dem            BUY         0   11,300   11,300  2,000    y   no   -   0.00
ussewc-usse-mt-2026-11-03-dem            SELL        0   71,094   71,094  2,000    y   no   -   0.00
ussewc-usse-mt-2026-11-03-rep            BUY        25  500,324  500,349  2,000    y   no   1   0.12
ussewc-usse-mt-2026-11-03-rep            SELL       50    5,035    5,085  2,000    y   no   0   0.17
ussewc-usse-mt-2026-11-03-setbod         BUY         0   10,276   10,276  2,000    y   no   -   0.00
ussewc-usse-mt-2026-11-03-setbod         SELL        0   70,588   70,588  2,000    y   no   -   0.00
ussewc-usse-nj-2026-11-03-dem            BUY        25  500,233  500,258  2,000    y   no   0   2.69
ussewc-usse-nj-2026-11-03-dem            SELL        0   21,325   21,325  2,000    y   no   -   0.00
ussewc-usse-nj-2026-11-03-rep            BUY     2,000    1,076    3,076  2,000    y    y   0   4.06
ussewc-usse-nj-2026-11-03-rep            SELL        0   66,617   66,617  2,000    y   no   -   0.00
ussewc-usse-nm-2026-11-03-dem            BUY        50  550,502  550,552  2,000    y   no   0   0.89
ussewc-usse-nm-2026-11-03-dem            SELL        0   12,627   12,627  2,000    y   no   -   0.00
ussewc-usse-nm-2026-11-03-rep            BUY     4,971   11,276   16,247  2,000    y    y   0   1.91
ussewc-usse-nm-2026-11-03-rep            SELL        0  130,980  130,980  2,000    y   no   -   0.00
ussewc-usse-ok-2026-11-03-dem            BUY         0   13,180   13,180  2,000    y   no   -   0.00
ussewc-usse-ok-2026-11-03-dem            SELL       40  130,728  130,768  2,000    y   no   0   5.81
ussewc-usse-ok-2026-11-03-rep            BUY         0  600,384  600,384  2,000    y   no   -   0.00
ussewc-usse-ok-2026-11-03-rep            SELL        0    3,531    3,531  2,000    y   no   -   0.00
ussewc-usse-or-2026-11-03-dem            BUY         0  800,253  800,253  2,000    y   no   -   0.00
ussewc-usse-or-2026-11-03-dem            SELL       40      225      265  2,000   NO   no   0   0.00
ussewc-usse-or-2026-11-03-rep            BUY     1,300    1,076    2,376  2,000    y   no   0   3.42
ussewc-usse-or-2026-11-03-rep            SELL        0  131,425  131,425  2,000    y   no   -   0.00
ussewc-usse-ri-2026-11-03-dem            BUY         0  600,652  600,652  2,000    y   no   -   0.00
ussewc-usse-ri-2026-11-03-dem            SELL        0   23,301   23,301  2,000    y   no   -   0.00
ussewc-usse-ri-2026-11-03-rep            BUY     1,400   11,276   12,676  2,000    y   no   0   0.69
ussewc-usse-ri-2026-11-03-rep            SELL        0  130,970  130,970  2,000    y   no   -   0.00
ussewc-usse-sc-2026-11-03-dem            BUY        40      276      316  2,000   NO   no   0   0.00
ussewc-usse-sc-2026-11-03-dem            SELL       10  196,021  196,031  2,000    y   no   0   4.28
ussewc-usse-sc-2026-11-03-rep            BUY        46  700,482  700,528  2,000    y   no   0   0.64
ussewc-usse-sc-2026-11-03-rep            SELL        0    6,803    6,803  2,000    y   no   -   0.00
ussewc-usse-sd-2026-11-03-briben         BUY         0   10,276   10,276  2,000    y   no   -   0.00
ussewc-usse-sd-2026-11-03-briben         SELL        0   70,588   70,588  2,000    y   no   -   0.00
ussewc-usse-sd-2026-11-03-rep            BUY         0  600,257  600,257  2,000    y   no   -   0.00
ussewc-usse-sd-2026-11-03-rep            SELL        0    5,231    5,231  2,000    y   no   -   0.00
ussewc-usse-tn-2026-11-03-dem            BUY         0   21,276   21,276  2,000    y   no   -   0.00
ussewc-usse-tn-2026-11-03-dem            SELL       50  527,345  527,395  2,000    y   no   0   5.30
ussewc-usse-tn-2026-11-03-rep            BUY         0  500,308  500,308  2,000    y   no   -   0.00
ussewc-usse-tn-2026-11-03-rep            SELL       40   17,769   17,809  2,000    y   no   1   0.01
ussewc-usse-va-2026-11-03-dem            BUY        50  600,432  600,482  2,000    y   no   0   1.11
ussewc-usse-va-2026-11-03-dem            SELL        0   23,003   23,003  2,000    y   no   -   0.00
ussewc-usse-va-2026-11-03-rep            BUY         0   11,276   11,276  2,000    y   no   -   0.00
ussewc-usse-va-2026-11-03-rep            SELL       30   65,479   65,509  2,000    y   no   0   6.25
ussewc-usse-wv-2026-11-03-dem            BUY     1,400   11,276   12,676  2,000    y   no   0   0.69
ussewc-usse-wv-2026-11-03-dem            SELL        0  130,980  130,980  2,000    y   no   -   0.00
ussewc-usse-wv-2026-11-03-rep            BUY         0  600,307  600,307  2,000    y   no   -   0.00
ussewc-usse-wv-2026-11-03-rep            SELL    2,793   28,422   31,215  2,000    y    y   0   0.56
ussewc-usse-wy-2026-11-03-dem            BUY     5,000    5,015   10,015  2,000    y    y   0   3.12
ussewc-usse-wy-2026-11-03-dem            SELL       85  136,121  136,206  2,000    y   no   1   0.14
ussewc-usse-wy-2026-11-03-rep            BUY        20  500,229  500,249  2,000    y   no   0   2.55
ussewc-usse-wy-2026-11-03-rep            SELL    1,570    5,506    7,076  2,000    y   no   0   1.39
vmc-ussep-misen-2026-08-04-els0-5        BUY         0  524,993  524,993 10,000    y   no   -   0.00
vmc-ussep-misen-2026-08-04-els10-15      SELL        0  148,814  148,814 10,000    y   no   -   0.00
vmc-ussep-misen-2026-08-04-els15-20      SELL        0  477,794  477,794 10,000    y   no   -   0.00
vmc-ussep-misen-2026-08-04-els5-10       SELL        0  103,731  103,731 10,000    y   no   -   0.00
vmc-ussep-misen-2026-08-04-elsgte20      SELL        0  486,476  486,476 10,000    y   no   -   0.00
vmc-ussep-misen-2026-08-04-ste0-5        SELL        0  499,685  499,685 10,000    y   no   -   0.00
vmc-ussep-misen-2026-08-04-ste05-10      SELL        0  610,222  610,222 10,000    y   no   -   0.00
vmc-ussep-misen-2026-08-04-ste10-15      SELL        0  407,255  407,255 10,000    y   no   -   0.00
vmc-ussep-misen-2026-08-04-ste15-20      SELL        0  873,341  873,341 10,000    y   no   -   0.00
vmc-ussep-misen-2026-08-04-stegte20      SELL        0  809,098  809,098 10,000    y   no   -   0.00
vsc-usgubp-fl-fshbck-atl-11pct           BUY         0       73       73  5,000   NO   no   -   0.00
vsc-usgubp-fl-fshbck-atl-11pct           SELL        0       37       37  5,000   NO   no   -   0.00
vsc-usgubp-fl-fshbck-atl-13pct           BUY         0       37       37  5,000   NO   no   -   0.00
vsc-usgubp-fl-fshbck-atl-13pct           SELL        0       20       20  5,000   NO   no   -   0.00
vsc-usgubp-fl-fshbck-atl-15pct           BUY         0   10,100   10,100  5,000    y   no   -   0.00
vsc-usgubp-fl-fshbck-atl-15pct           SELL        0      100      100  5,000   NO   no   -   0.00
vsc-usgubp-fl-fshbck-atl-17pct           BUY         0    5,500    5,500  5,000    y   no   -   0.00
vsc-usgubp-fl-fshbck-atl-17pct           SELL        0       14       14  5,000   NO   no   -   0.00
vsc-usgubp-fl-fshbck-atl-19pct           BUY         0   10,100   10,100  5,000    y   no   -   0.00
vsc-usgubp-fl-fshbck-atl-19pct           SELL        0       13       13  5,000   NO   no   -   0.00
vsc-usgubp-fl-fshbck-atl-21pct           BUY         0   11,100   11,100  5,000    y   no   -   0.00
vsc-usgubp-fl-fshbck-atl-21pct           SELL        0       13       13  5,000   NO   no   -   0.00
vsc-usgubp-fl-fshbck-atl-30pct           BUY     5,000   30,025   35,025  5,000    y    y   0   0.71
vsc-usgubp-fl-fshbck-atl-30pct           SELL        0   21,000   21,000  5,000    y   no   -   0.00
vsc-usgubp-fl-fshbck-atl-5pct            BUY         0       13       13  5,000   NO   no   -   0.00
vsc-usgubp-fl-fshbck-atl-5pct            SELL        0       91       91  5,000   NO   no   -   0.00
vsc-usgubp-fl-fshbck-atl-7pct            BUY         0        5        5  5,000   NO   no   -   0.00
vsc-usgubp-fl-fshbck-atl-7pct            SELL        0   21,000   21,000  5,000    y   no   -   0.00
vsc-usgubp-fl-fshbck-atl-9pct            BUY         0      100      100  5,000   NO   no   -   0.00
vsc-usgubp-fl-fshbck-atl-9pct            SELL        0   10,100   10,100  5,000    y   no   -   0.00

sides total: 388
  not qualifying right now      : 70
  qualifying only on OTHERS' size: 310  <- can vanish without warning
  self-sufficient                : 8

estimated total from the slate: $151.89/day
   BID: $53.98/day across 179 sides
   ASK: $97.91/day across 209 sides
